song,artist,genre,year,lyric_corpus
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,눈물 흘릴 줄 아는데
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,바로 너라고 대답하고 싶어
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,추억만 남기고
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,사랑이 떠나갔어
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,버리고 버려도 가슴에 남아서
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,니가 다시 돌아와
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,이렇게 홀로 내버려두고
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,세상에 사랑할 한 사람 있다면
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,사랑이 떠났어
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,처음 해본 사랑도 아닌데
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,나도 아플 줄 아는데
사랑하기 때문에 (Feat. SG워너비),씨야,발라드,2006,널 볼 수 없다는게
